# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# 由于发音等不同，汉字（hanja）存在重复。
# 
# hanja	unicode	hangul	consonant

譞	U+8B5E	현	ㅎ
譟	U+8B5F	조	ㅈ
警	U+8B66	경	ㄱ
譪	U+8B6A	애	ㅇ
譫	U+8B6B	섬	ㅅ
譬	U+8B6C	비	ㅂ
譯	U+8B6F	역	ㅇ
議	U+8B70	의	ㅇ
譱	U+8B71	선	ㅅ
譴	U+8B74	견	ㄱ
護	U+8B77	호	ㅎ
譹	U+8B79	호	ㅎ
譽	U+8B7D	예	ㅇ
譿	U+8B7F	혜	ㅎ
讀	U+8B80	독	ㄷ
讀	U+8B80	두	ㄷ
讂	U+8B82	현	ㅎ
讃	U+8B83	찬	ㅊ
讅	U+8B85	심	ㅅ
讉	U+8B89	유	ㅇ
變	U+8B8A	변	ㅂ
讌	U+8B8C	연	ㅇ
讎	U+8B8E	수	ㅅ
讐	U+8B90	수	ㅅ
讒	U+8B92	참	ㅊ
讓	U+8B93	양	ㅇ
讖	U+8B96	참	ㅊ
讙	U+8B99	환	
讙	U+8B99	훤	
讚	U+8B9A	찬	ㅊ
讜	U+8B9C	당	ㄷ
讞	U+8B9E	언	ㅇ
谷	U+8C37	곡	ㄱ
谿	U+8C3F	계	ㄱ
豁	U+8C41	활	ㅎ
豆	U+8C46	두	ㄷ
豇	U+8C47	강	ㄱ
豈	U+8C48	개	ㄱ
豈	U+8C48	기	ㄱ
豉	U+8C49	시	ㅅ
豊	U+8C4A	풍	ㅍ
豌	U+8C4C	완	ㅇ
豎	U+8C4E	수	ㅅ
豐	U+8C50	풍	ㅍ
豕	U+8C55	시	ㅅ
豖	U+8C56	축	ㅊ
豚	U+8C5A	돈	ㄷ
象	U+8C61	상	ㅅ
豢	U+8C62	환	ㅎ
豨	U+8C68	희	ㅎ
豪	U+8C6A	호	ㅎ
豫	U+8C6B	서	ㅅ
豫	U+8C6B	예	ㅇ
豳	U+8C73	반	ㅂ
豳	U+8C73	빈	ㅂ
豸	U+8C78	치	ㅊ
豹	U+8C79	표	ㅍ
豺	U+8C7A	시	ㅅ
貂	U+8C82	초	ㅊ
貃	U+8C83	맥	ㅁ
貊	U+8C8A	맥	ㅁ
貌	U+8C8C	모	ㅁ
貍	U+8C8D	리	ㄹ
貍	U+8C8D	이	ㅇ
貓	U+8C93	묘	ㅁ
貔	U+8C94	비	ㅂ
貘	U+8C98	맥	ㅁ
貝	U+8C9D	배	ㅂ
貝	U+8C9D	패	ㅍ
貞	U+8C9E	정	ㅈ
貟	U+8C9F	원	ㅇ
負	U+8CA0	부	ㅂ
財	U+8CA1	재	ㅈ
貢	U+8CA2	공	ㄱ
貤	U+8CA4	이	ㅇ
貥	U+8CA5	항	ㅎ
貧	U+8CA7	빈	ㅂ
貨	U+8CA8	화	ㅎ
販	U+8CA9	판	ㅍ
貪	U+8CAA	탐	ㅌ
貫	U+8CAB	관	ㄱ
責	U+8CAC	채	ㅊ
責	U+8CAC	책	ㅊ
貯	U+8CAF	저	ㅈ
貰	U+8CB0	세	ㅅ
貲	U+8CB2	자	ㅈ
貳	U+8CB3	이	ㅇ
貴	U+8CB4	귀	ㄱ
貶	U+8CB6	폄	ㅍ
買	U+8CB7	매	ㅁ
貸	U+8CB8	대	ㄷ
貹	U+8CB9	성	ㅅ
貺	U+8CBA	황	ㅎ
費	U+8CBB	비	ㅂ
貼	U+8CBC	첩	ㅊ
貽	U+8CBD	이	ㅇ
貿	U+8CBF	무	ㅁ
賀	U+8CC0	하	ㅎ
賁	U+8CC1	분	ㅂ
賂	U+8CC2	뇌	ㄴ
賂	U+8CC2	뢰	ㄹ
賃	U+8CC3	임	ㅇ
賄	U+8CC4	회	ㅎ
賅	U+8CC5	해	ㅎ
賆	U+8CC6	변	ㅂ
資	U+8CC7	자	ㅈ
賈	U+8CC8	가	ㄱ
賈	U+8CC8	고	ㄱ
賊	U+8CCA	적	ㅈ
賏	U+8CCF	영	ㅇ
賐	U+8CD0	준	ㅈ
賑	U+8CD1	진	ㅈ
賓	U+8CD3	빈	ㅂ
賙	U+8CD9	주	ㅈ
賚	U+8CDA	뇌	ㄴ
賚	U+8CDA	뢰	ㄹ
賛	U+8CDB	찬	ㅊ
賜	U+8CDC	사	ㅅ
賝	U+8CDD	침	ㅊ
賞	U+8CDE	상	ㅅ
賟	U+8CDF	전	ㅈ
賠	U+8CE0	배	ㅂ
賡	U+8CE1	갱	ㄱ
賢	U+8CE2	현	ㅎ
賣	U+8CE3	매	ㅁ
賤	U+8CE4	천	ㅊ
賥	U+8CE5	수	ㅅ
賦	U+8CE6	부	ㅂ
質	U+8CEA	질	ㅈ
賭	U+8CED	도	ㄷ
賰	U+8CF0	춘	ㅊ
賱	U+8CF1	운	ㅇ
賲	U+8CF2	보	ㅂ
賳	U+8CF3	재	ㅈ
賴	U+8CF4	뇌	ㄴ
賴	U+8CF4	뢰	ㄹ
賻	U+8CFB	부	ㅂ
購	U+8CFC	구	ㄱ
賽	U+8CFD	새	ㅅ
贄	U+8D04	지	ㅈ
贅	U+8D05	췌	ㅊ
贇	U+8D07	빈	ㅂ
贇	U+8D07	윤	ㅇ
贈	U+8D08	증	ㅈ
贊	U+8D0A	찬	ㅊ
贍	U+8D0D	섬	ㅅ
贏	U+8D0F	영	ㅇ
贐	U+8D10	신	ㅅ
贓	U+8D13	장	ㅈ
贔	U+8D14	비	ㅂ
贖	U+8D16	속	ㅅ
贛	U+8D1B	공	ㄱ
赤	U+8D64	적	ㅈ
赥	U+8D65	혁	ㅎ
赦	U+8D66	사	ㅅ
赧	U+8D67	난	ㄴ
赩	U+8D69	혁	ㅎ
赫	U+8D6B	혁	ㅎ
赬	U+8D6C	정	ㅈ
赭	U+8D6D	자	ㅈ
赮	U+8D6E	하	ㅎ
走	U+8D70	주	ㅈ
赳	U+8D73	규	ㄱ
赴	U+8D74	부	ㅂ
赶	U+8D76	간	ㄱ
起	U+8D77	기	ㄱ
趁	U+8D81	진	ㅈ
超	U+8D85	초	ㅊ
越	U+8D8A	월	ㅇ
趌	U+8D8C	길	ㄱ
趎	U+8D8E	주	ㅈ
趐	U+8D90	혈	ㅎ
趙	U+8D99	조	ㅈ
趜	U+8D9C	국	ㄱ
趠	U+8DA0	초	ㅊ
趡	U+8DA1	유	
趡	U+8DA1	추	
趣	U+8DA3	취	ㅊ
趨	U+8DA8	추	ㅊ
趫	U+8DAB	교	ㄱ
趲	U+8DB2	찬	ㅊ
足	U+8DB3	족	ㅈ
趺	U+8DBA	부	ㅂ
趾	U+8DBE	지	ㅈ
跂	U+8DC2	기	ㄱ
跆	U+8DC6	태	ㅌ
跇	U+8DC7	예	ㅇ
跋	U+8DCB	발	ㅂ
跌	U+8DCC	질	ㅈ
跎	U+8DCE	타	ㅌ
跏	U+8DCF	가	ㄱ
跕	U+8DD5	접	ㅈ
跖	U+8DD6	척	ㅊ
跗	U+8DD7	부	ㅂ
跛	U+8DDB	파	ㅍ
距	U+8DDD	거	ㄱ
跟	U+8DDF	근	ㄱ
跡	U+8DE1	적	ㅈ
跣	U+8DE3	선	ㅅ
跨	U+8DE8	과	ㄱ
跪	U+8DEA	궤	ㄱ
跫	U+8DEB	공	ㄱ
跬	U+8DEC	규	ㄱ
跭	U+8DED	강	ㄱ
路	U+8DEF	노	ㄴ
路	U+8DEF	로	ㄹ
跱	U+8DF1	치	ㅊ
跳	U+8DF3	도	ㄷ
跼	U+8DFC	국	ㄱ
踆	U+8E06	준	ㅈ
踉	U+8E09	량	ㄹ
踉	U+8E09	양	ㅇ
踊	U+8E0A	용	ㅇ
踏	U+8E0F	답	ㄷ
踐	U+8E10	천	ㅊ
踔	U+8E14	탁	ㅌ
踚	U+8E1A	륜	
踚	U+8E1A	윤	
踝	U+8E1D	과	ㄱ
踞	U+8E1E	거	ㄱ
踟	U+8E1F	지	ㅈ
踪	U+8E2A	종	ㅈ
踰	U+8E30	유	ㅇ
踴	U+8E34	용	ㅇ
踵	U+8E35	종	ㅈ
踶	U+8E36	제	ㅈ
踺	U+8E3A	건	ㄱ
踽	U+8E3D	우	ㅇ
踾	U+8E3E	복	ㅂ
蹀	U+8E40	접	ㅈ
蹂	U+8E42	유	ㅇ
蹄	U+8E44	제	ㅈ
蹇	U+8E47	건	ㄱ
蹈	U+8E48	도	ㄷ
蹉	U+8E49	차	ㅊ
蹊	U+8E4A	혜	ㅎ
蹌	U+8E4C	창	ㅊ
蹏	U+8E4F	제	ㅈ
蹕	U+8E55	필	ㅍ
蹙	U+8E59	축	ㅊ
蹜	U+8E5C	축	ㅊ
蹟	U+8E5F	적	ㅈ
蹠	U+8E60	척	ㅊ
蹣	U+8E63	만	ㅁ
蹤	U+8E64	종	ㅈ
蹲	U+8E72	준	ㅈ
蹴	U+8E74	축	ㅊ
蹶	U+8E76	궐	ㄱ
蹻	U+8E7B	교	ㄱ
躁	U+8E81	조	ㅈ
躅	U+8E85	촉	ㅊ
躇	U+8E87	저	ㅈ
躉	U+8E89	돈	ㄷ
躊	U+8E8A	주	ㅈ
躋	U+8E8B	제	ㅈ
躍	U+8E8D	약	ㅇ
躐	U+8E90	렵	ㄹ
躐	U+8E90	엽	ㅇ
躑	U+8E91	척	ㅊ
躓	U+8E93	지	ㅈ
躔	U+8E94	전	ㅈ
躙	U+8E99	린	ㄹ
躙	U+8E99	인	ㅇ
躞	U+8E9E	섭	ㅅ
躡	U+8EA1	섭	ㅅ
躪	U+8EAA	린	ㄹ
躪	U+8EAA	인	ㅇ
身	U+8EAB	신	ㅅ
躬	U+8EAC	궁	ㄱ
躱	U+8EB1	타	ㅌ
躳	U+8EB3	궁	ㄱ
躾	U+8EBE	미	ㅁ
軀	U+8EC0	구	ㄱ
車	U+8ECA	거	ㄱ
車	U+8ECA	차	ㅊ
軋	U+8ECB	알	ㅇ
軌	U+8ECC	궤	ㄱ
軍	U+8ECD	군	ㄱ
軒	U+8ED2	헌	ㅎ
軞	U+8EDE	모	ㅁ
軟	U+8EDF	연	ㅇ
軨	U+8EE8	령	ㄹ
軨	U+8EE8	영	ㅇ
軫	U+8EEB	진	ㅈ
軸	U+8EF8	축	ㅊ
軹	U+8EF9	지	ㅈ
軺	U+8EFA	초	ㅊ
軻	U+8EFB	가	ㄱ
軼	U+8EFC	일	ㅇ
軾	U+8EFE	식	ㅅ
輂	U+8F02	국	ㄱ
較	U+8F03	교	ㄱ
輅	U+8F05	노	ㄴ
輅	U+8F05	로	ㄹ
輇	U+8F07	전	ㅈ
輈	U+8F08	주	ㅈ
載	U+8F09	재	ㅈ
輐	U+8F10	완	ㅇ
輒	U+8F12	첩	ㅊ
輓	U+8F13	만	ㅁ
輔	U+8F14	보	ㅂ
輕	U+8F15	경	ㄱ
輖	U+8F16	주	ㅈ
輛	U+8F1B	량	ㄹ
輛	U+8F1B	양	ㅇ
輜	U+8F1C	치	ㅊ
輝	U+8F1D	휘	ㅎ
輞	U+8F1E	망	ㅁ
輟	U+8F1F	철	ㅊ
輦	U+8F26	련	ㄹ
輦	U+8F26	연	ㅇ
輧	U+8F27	병	ㅂ
輨	U+8F28	관	ㄱ
輩	U+8F29	배	ㅂ
輪	U+8F2A	륜	ㄹ
輪	U+8F2A	윤	ㅇ
輭	U+8F2D	연	ㅇ
輯	U+8F2F	집	ㅈ
輰	U+8F30	양	ㅇ
輳	U+8F33	주	ㅈ
輸	U+8F38	수	ㅅ
輹	U+8F39	복	ㅂ
輻	U+8F3B	복	ㅂ
輻	U+8F3B	폭	ㅍ
輾	U+8F3E	전	ㅈ
輿	U+8F3F	여	ㅇ
轀	U+8F40	온	ㅇ
轂	U+8F42	곡	ㄱ
轃	U+8F43	진	ㅈ
轄	U+8F44	할	ㅎ
轅	U+8F45	원	ㅇ
轆	U+8F46	녹	ㄴ
轆	U+8F46	록	ㄹ
轉	U+8F49	전	ㅈ
轍	U+8F4D	철	ㅊ
轎	U+8F4E	교	ㄱ
轒	U+8F52	분	ㅂ
轔	U+8F54	린	ㄹ
轔	U+8F54	인	ㅇ
轗	U+8F57	감	ㄱ
轘	U+8F58	환	ㅎ
轝	U+8F5D	여	ㅇ
轞	U+8F5E	함	ㅎ
轟	U+8F5F	굉	ㄱ
轡	U+8F61	비	ㅂ
轢	U+8F62	력	ㄹ
轢	U+8F62	역	ㅇ
轣	U+8F63	력	ㄹ
轣	U+8F63	역	ㅇ
轤	U+8F64	노	ㄴ
轤	U+8F64	로	ㄹ
辛	U+8F9B	신	ㅅ
辜	U+8F9C	고	ㄱ
辟	U+8F9F	벽	ㅂ
辢	U+8FA2	날	ㄴ
辢	U+8FA2	랄	ㄹ
辣	U+8FA3	날	ㄴ
辣	U+8FA3	랄	ㄹ
辦	U+8FA6	판	ㅍ
辨	U+8FA8	변	ㅂ
辭	U+8FAD	사	ㅅ
辮	U+8FAE	변	ㅂ
辯	U+8FAF	변	ㅂ
辰	U+8FB0	신	ㅅ
辰	U+8FB0	진	ㅈ
辱	U+8FB1	욕	ㅇ
農	U+8FB2	농	ㄴ
辿	U+8FBF	천	ㅊ
迀	U+8FC0	간	ㄱ
迂	U+8FC2	우	ㅇ
迃	U+8FC3	오	ㅇ
迄	U+8FC4	흘	ㅎ
迅	U+8FC5	신	ㅅ
迍	U+8FCD	둔	ㄷ
迎	U+8FCE	영	ㅇ
近	U+8FD1	근	ㄱ
迓	U+8FD3	아	ㅇ
返	U+8FD4	반	ㅂ
迕	U+8FD5	오	ㅇ
迢	U+8FE2	초	ㅊ
迤	U+8FE4	이	ㅇ
迥	U+8FE5	형	ㅎ
迦	U+8FE6	가	ㄱ
迨	U+8FE8	태	ㅌ
迪	U+8FEA	적	ㅈ
迫	U+8FEB	박	ㅂ
迬	U+8FEC	왕	ㅇ
迭	U+8FED	질	ㅈ
述	U+8FF0	술	ㅅ
迲	U+8FF2	겁	ㄱ
迴	U+8FF4	회	ㅎ
迶	U+8FF6	우	ㅇ
迷	U+8FF7	미	ㅁ
迸	U+8FF8	병	ㅂ
迹	U+8FF9	적	ㅈ
迺	U+8FFA	내	ㄴ
迼	U+8FFC	결	ㄱ
追	U+8FFD	추	ㅊ
迿	U+8FFF	준	ㅈ
退	U+9000	퇴	ㅌ
送	U+9001	송	ㅅ
适	U+9002	괄	ㄱ
逃	U+9003	도	ㄷ
逅	U+9005	후	ㅎ
逆	U+9006	역	ㅇ
逈	U+9008	형	ㅎ
逋	U+900B	포	ㅍ
逌	U+900C	유	ㅇ
逍	U+900D	소	ㅅ
逎	U+900E	주	ㅈ
透	U+900F	투	ㅌ
逐	U+9010	축	ㅊ
逑	U+9011	구	ㄱ
途	U+9014	도	ㄷ
逕	U+9015	경	ㄱ
逖	U+9016	적	ㅈ
逗	U+9017	두	ㄷ
這	U+9019	저	ㅈ
通	U+901A	통	ㅌ
逜	U+901C	오	ㅇ
逝	U+901D	서	ㅅ
逞	U+901E	령	ㄹ
逞	U+901E	영	ㅇ
速	U+901F	속	ㅅ
造	U+9020	조	ㅈ
逡	U+9021	준	ㅈ
逢	U+9022	봉	ㅂ
連	U+9023	련	ㄹ
連	U+9023	연	ㅇ
逮	U+902E	체	ㅊ
週	U+9031	주	ㅈ
進	U+9032	진	ㅈ
逴	U+9034	탁	ㅌ
逵	U+9035	규	ㄱ
逶	U+9036	위	ㅇ
逸	U+9038	일	ㅇ
逼	U+903C	핍	ㅍ
逾	U+903E	유	ㅇ
遁	U+9041	둔	ㄷ
遂	U+9042	수	ㅅ
遇	U+9047	우	ㅇ
遉	U+9049	정	ㅈ
遊	U+904A	유	ㅇ
運	U+904B	운	ㅇ
遍	U+904D	편	ㅍ
過	U+904E	과	ㄱ
遏	U+904F	알	ㅇ
遐	U+9050	하	ㅎ
遑	U+9051	황	ㅎ
遒	U+9052	주	ㅈ
道	U+9053	도	ㄷ
達	U+9054	달	ㄷ
違	U+9055	위	ㅇ
遘	U+9058	구	ㄱ
遙	U+9059	요	ㅇ
遛	U+905B	류	ㄹ
遜	U+905C	손	ㅅ
遝	U+905D	답	ㄷ
遞	U+905E	체	ㅊ
遠	U+9060	원	ㅇ
遡	U+9061	소	ㅅ
遣	U+9063	견	ㄱ
遧	U+9067	장	ㅈ
遨	U+9068	오	ㅇ
適	U+9069	적	ㅈ
遬	U+906C	속	ㅅ
遭	U+906D	조	ㅈ
遮	U+906E	차	ㅊ
遯	U+906F	둔	ㄷ
遲	U+9072	지	ㅈ
遵	U+9075	준	ㅈ
遶	U+9076	요	ㅇ
遷	U+9077	천	ㅊ
選	U+9078	선	ㅅ
遹	U+9079	휼	ㅎ
遺	U+907A	유	ㅇ
遼	U+907C	료	ㄹ
遼	U+907C	요	ㅇ
遽	U+907D	거	ㄱ
遾	U+907E	서	ㅅ
避	U+907F	피	ㅍ
邀	U+9080	요	ㅇ
邁	U+9081	매	ㅁ
邂	U+9082	해	ㅎ
邃	U+9083	수	ㅅ
還	U+9084	환	ㅎ
邅	U+9085	전	ㅈ
邇	U+9087	이	ㅇ
邈	U+9088	막	ㅁ
邊	U+908A	변	ㅂ
邌	U+908C	려	ㄹ
邌	U+908C	여	ㅇ
邍	U+908D	원	ㅇ
邏	U+908F	나	ㄴ
邏	U+908F	라	ㄹ
邐	U+9090	리	ㄹ
邐	U+9090	이	ㅇ
邑	U+9091	읍	ㅇ
邕	U+9095	옹	ㅇ
邗	U+9097	한	ㅎ
邘	U+9098	우	ㅇ
邙	U+9099	망	ㅁ
邠	U+90A0	빈	ㅂ
邢	U+90A2	형	ㅎ
那	U+90A3	나	ㄴ
邦	U+90A6	방	ㅂ
邧	U+90A7	원	ㅇ
邨	U+90A8	촌	ㅊ
邪	U+90AA	사	ㅅ
邯	U+90AF	감	ㄱ
邯	U+90AF	한	ㅎ
邰	U+90B0	태	ㅌ
邱	U+90B1	구	ㄱ
邲	U+90B2	필	ㅍ
邳	U+90B3	비	ㅂ
邴	U+90B4	병	ㅂ
邵	U+90B5	소	ㅅ
邸	U+90B8	저	ㅈ
邽	U+90BD	규	ㄱ
邾	U+90BE	주	ㅈ
邿	U+90BF	시	ㅅ
郁	U+90C1	욱	ㅇ
郃	U+90C3	합	ㅎ
郄	U+90C4	극	ㄱ
郅	U+90C5	질	ㅈ
郇	U+90C7	순	ㅅ
郈	U+90C8	후	ㅎ
郊	U+90CA	교	ㄱ
郋	U+90CB	해	ㅎ
郎	U+90CE	낭	ㄴ
郎	U+90CE	랑	ㄹ
郔	U+90D4	연	ㅇ
郕	U+90D5	성	ㅅ
郗	U+90D7	치	ㅊ
郚	U+90DA	오	ㅇ
郜	U+90DC	고	ㄱ
郝	U+90DD	학	ㅎ
郞	U+90DE	낭	ㄴ
郞	U+90DE	랑	ㄹ
郠	U+90E0	경	ㄱ
郡	U+90E1	군	ㄱ
郢	U+90E2	영	ㅇ
部	U+90E8	부	ㅂ
郩	U+90E9	효	ㅎ
郪	U+90EA	처	ㅊ
郫	U+90EB	비	ㅂ
郭	U+90ED	곽	ㄱ
郯	U+90EF	담	ㄷ
郲	U+90F2	래	ㄹ
郳	U+90F3	예	ㅇ
郴	U+90F4	침	ㅊ
郵	U+90F5	우	ㅇ
都	U+90FD	도	ㄷ
郾	U+90FE	언	ㅇ
郿	U+90FF	미	ㅁ
鄂	U+9102	악	ㅇ
鄃	U+9103	유	ㅇ
鄄	U+9104	견	ㄱ
鄅	U+9105	우	ㅇ
鄆	U+9106	운	ㅇ
鄇	U+9107	후	ㅎ
鄈	U+9108	규	ㄱ
鄋	U+910B	수	ㅅ
鄍	U+910D	명	ㅁ
鄎	U+910E	식	ㅅ
鄒	U+9112	추	ㅊ
鄔	U+9114	오	ㅇ
鄕	U+9115	향	ㅎ
鄖	U+9116	운	ㅇ
鄗	U+9117	교	ㄱ
鄗	U+9117	호	ㅎ
鄙	U+9119	비	ㅂ
鄝	U+911D	료	ㄹ
鄞	U+911E	은	ㅇ
鄡	U+9121	교	ㄱ
鄢	U+9122	언	ㅇ
鄣	U+9123	장	ㅈ
鄤	U+9124	만	ㅁ
鄦	U+9126	허	ㅎ
鄧	U+9127	등	ㄷ
鄩	U+9129	심	ㅅ
鄪	U+912A	비	ㅂ
鄫	U+912B	증	ㅈ
鄬	U+912C	위	ㅇ
鄭	U+912D	정	ㅈ
鄯	U+912F	선	ㅅ
鄰	U+9130	린	ㄹ
鄰	U+9130	인	ㅇ
鄱	U+9131	파	ㅍ
鄲	U+9132	다	ㄷ
鄲	U+9132	단	ㄷ
鄴	U+9134	업	ㅇ
鄵	U+9135	조	ㅈ
鄶	U+9136	회	ㅎ
鄽	U+913D	전	ㅈ
酀	U+9140	연	ㅇ
酇	U+9147	찬	ㅊ
酈	U+9148	력	ㄹ
酈	U+9148	역	ㅇ
酉	U+9149	유	ㅇ
酊	U+914A	정	ㅈ
酋	U+914B	추	ㅊ
酌	U+914C	작	ㅈ
配	U+914D	배	ㅂ
酎	U+914E	주	ㅈ
酒	U+9152	주	ㅈ
酖	U+9156	탐	ㅌ
酗	U+9157	후	ㅎ
酢	U+9162	초	ㅊ
酣	U+9163	감	ㄱ
酤	U+9164	고	ㄱ
酥	U+9165	소	ㅅ
酩	U+9169	명	ㅁ
酪	U+916A	낙	ㄴ
酪	U+916A	락	ㄹ
酬	U+916C	수	ㅅ
酲	U+9172	정	ㅈ
酴	U+9174	도	ㄷ
酵	U+9175	효	ㅎ
酶	U+9176	매	ㅁ
酷	U+9177	혹	ㅎ
酸	U+9178	산	ㅅ
酹	U+9179	뇌	ㄴ
酹	U+9179	뢰	ㄹ
醃	U+9183	엄	ㅇ
醇	U+9187	순	ㅅ
醉	U+9189	취	ㅊ
醋	U+918B	초	ㅊ
醍	U+918D	제	ㅈ
醐	U+9190	호	ㅎ
醒	U+9192	성	ㅅ
醜	U+919C	추	ㅊ
醞	U+919E	온	ㅇ
醢	U+91A2	해	ㅎ
醪	U+91AA	료	ㄹ
醪	U+91AA	요	ㅇ
醫	U+91AB	의	ㅇ
醬	U+91AC	장	ㅈ
醮	U+91AE	초	ㅊ
醯	U+91AF	혜	ㅎ
醱	U+91B1	발	ㅂ
醲	U+91B2	농	ㄴ
醴	U+91B4	례	ㄹ
醴	U+91B4	예	ㅇ
醵	U+91B5	갹	ㄱ
醼	U+91BC	연	ㅇ
釀	U+91C0	양	ㅇ
釁	U+91C1	흔	ㅎ
釃	U+91C3	시	ㅅ
釆	U+91C6	변	ㅂ
采	U+91C7	채	ㅊ
釉	U+91C9	유	ㅇ
釋	U+91CB	석	ㅅ
里	U+91CC	리	ㄹ
里	U+91CC	이	ㅇ
重	U+91CD	중	ㅈ
野	U+91CE	야	ㅇ
量	U+91CF	량	ㄹ
量	U+91CF	양	ㅇ
釐	U+91D0	리	ㄹ
釐	U+91D0	이	ㅇ
金	U+91D1	금	
金	U+91D1	김	
釗	U+91D7	쇠	ㅅ
釘	U+91D8	정	ㅈ
釜	U+91DC	부	ㅂ
針	U+91DD	침	ㅊ
釣	U+91E3	조	ㅈ
釤	U+91E4	삼	ㅅ
釥	U+91E5	초	ㅊ
釦	U+91E6	구	ㄱ
釧	U+91E7	천	ㅊ
釩	U+91E9	범	ㅂ
釪	U+91EA	우	ㅇ
釬	U+91EC	한	ㅎ
釭	U+91ED	공	ㄱ
釮	U+91EE	재	ㅈ
釱	U+91F1	체	ㅊ
釴	U+91F4	익	ㅇ
釵	U+91F5	채	ㅊ
釿	U+91FF	근	ㄱ
鈄	U+9204	두	ㄷ
鈇	U+9207	부	ㅂ
鈍	U+920D	둔	ㄷ
鈏	U+920F	인	ㅇ
鈐	U+9210	검	ㄱ
鈑	U+9211	판	ㅍ
鈒	U+9212	삽	ㅅ
鈔	U+9214	초	ㅊ
鈕	U+9215	뉴	ㄴ
鈗	U+9217	윤	ㅇ
鈜	U+921C	횡	ㅎ
鈞	U+921E	균	ㄱ
鈟	U+921F	조	ㅈ
鈦	U+9226	태	ㅌ
鈱	U+9231	민	ㅁ
鈳	U+9233	아	ㅇ
鈴	U+9234	령	ㄹ
鈴	U+9234	영	ㅇ
鈵	U+9235	병	ㅂ
鈷	U+9237	고	ㄱ
鈸	U+9238	발	ㅂ
鈺	U+923A	옥	ㅇ
鈿	U+923F	전	ㅈ
鉀	U+9240	갑	ㄱ
鉁	U+9241	진	ㅈ
鉄	U+9244	철	ㅊ
鉅	U+9245	거	ㄱ
鉉	U+9249	현	ㅎ
鉋	U+924B	포	ㅍ
鉌	U+924C	화	ㅎ
鉍	U+924D	필	ㅍ
鉎	U+924E	생	ㅅ
鉏	U+924F	서	ㅅ
鉐	U+9250	석	ㅅ
鉑	U+9251	박	ㅂ
鉒	U+9252	주	ㅈ
鉖	U+9256	동	ㄷ
鉗	U+9257	겸	ㄱ
鉚	U+925A	류	
鉚	U+925A	유	
鉛	U+925B	연	ㅇ
鉞	U+925E	월	ㅇ
鉢	U+9262	발	ㅂ
鉤	U+9264	구	ㄱ
鉥	U+9265	술	ㅅ
鉦	U+9266	정	ㅈ
鉷	U+9277	홍	ㅎ
鉸	U+9278	교	ㄱ
鉺	U+927A	이	ㅇ
鉻	U+927B	락	ㄹ
鉼	U+927C	병	ㅂ
鉽	U+927D	식	ㅅ
銀	U+9280	은	ㅇ
銂	U+9282	주	ㅈ
銃	U+9283	총	ㅊ
銅	U+9285	동	ㄷ
銋	U+928B	임	ㅇ
銑	U+9291	선	ㅅ
銓	U+9293	전	ㅈ
銕	U+9295	철	ㅊ
銖	U+9296	수	ㅅ
銘	U+9298	명	ㅁ
銙	U+9299	과	ㄱ
銚	U+929A	조	ㅈ
銛	U+929B	섬	ㅅ
銜	U+929C	함	ㅎ
銧	U+92A7	광	ㄱ
銲	U+92B2	한	ㅎ
銳	U+92B3	예	ㅇ
銴	U+92B4	세	ㅅ
銶	U+92B6	구	ㄱ
銷	U+92B7	소	ㅅ
銹	U+92B9	수	ㅅ
銾	U+92BE	홍	ㅎ
鋀	U+92C0	두	ㄷ
鋆	U+92C6	윤	ㅇ
鋈	U+92C8	옥	ㅇ
鋋	U+92CB	연	ㅇ
鋌	U+92CC	정	ㅈ
鋎	U+92CE	환	ㅎ
鋏	U+92CF	협	ㅎ
鋑	U+92D1	전	ㅈ
鋒	U+92D2	봉	ㅂ
鋕	U+92D5	지	ㅈ
鋗	U+92D7	현	ㅎ
鋟	U+92DF	침	ㅊ
鋠	U+92E0	신	ㅅ
鋤	U+92E4	서	ㅅ
鋥	U+92E5	정	ㅈ
鋦	U+92E6	국	ㄱ
鋧	U+92E7	현	ㅎ
鋪	U+92EA	포	ㅍ
鋸	U+92F8	거	ㄱ
鋹	U+92F9	창	ㅊ
鋺	U+92FA	완	ㅇ
鋺	U+92FA	원	ㅇ
鋼	U+92FC	강	ㄱ
鋽	U+92FD	조	ㅈ
鋾	U+92FE	도	ㄷ
鋿	U+92FF	상	ㅅ
錀	U+9300	륜	ㄹ
錀	U+9300	윤	ㅇ
錄	U+9304	녹	ㄴ
錄	U+9304	록	ㄹ
錈	U+9308	권	ㄱ
錉	U+9309	민	ㅁ
錌	U+930C	안	ㅇ
錏	U+930F	아	ㅇ
錐	U+9310	추	ㅊ
錕	U+9315	곤	ㄱ
錘	U+9318	추	ㅊ
錙	U+9319	치	ㅊ
錚	U+931A	쟁	ㅈ
錝	U+931D	종	ㅈ
錞	U+931E	순	ㅅ
錟	U+931F	담	ㄷ
錠	U+9320	정	ㅈ
錡	U+9321	기	ㄱ
錢	U+9322	전	ㅈ
錣	U+9323	철	ㅊ
錤	U+9324	기	ㄱ
錦	U+9326	금	ㄱ
錧	U+9327	관	ㄱ
錨	U+9328	묘	ㅁ
錩	U+9329	창	ㅊ
錪	U+932A	전	ㅈ
錫	U+932B	석	ㅅ
錮	U+932E	고	ㄱ
錯	U+932F	착	ㅊ
